avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
6.571,0.684,0.026,0.118,0.224,3.059,0.039,0.588,0.395,-1,-1,0.759,malware
5.333,0.636,0.023,0.08,0.284,2.24,0.036,0.6,0.011,0.056,-1,0.757,Defacement
4.727,0.829,0.026,0.333,0.079,10.5,0.032,0.667,0.118,0,-1,1,malware
6.091,0.77,0.02,0.125,0.16,4.813,0.026,0.875,0,0,-1,0.832,malware
1,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0,0,0.77,malware
2.333,0.79,0.658,5.556,0.118,6.667,0.833,0.667,0.447,0.542,0.64,1,Defacement
2.667,0.74,0.597,3.539,0.169,4.385,0.807,0.846,0.039,0.054,0.065,0.875,malware
2.667,0.844,0.775,6.889,0.113,7.5,0.919,0.333,0.031,0.037,0.04,0.847,Defacement
4.7,0.836,0.03,0.182,0.164,5.091,0.036,0.455,0,0,-1,0.947,malware
5.375,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.056,0.182,-1,0.925,malware
4.5,0.632,0.029,0.111,0.265,2.389,0.047,0.889,0.015,0,-1,0.787,malware
2.667,0.712,0.562,2.929,0.192,3.714,0.789,0.786,0,0,0,0.836,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
3,0.447,0.132,0.357,0.368,1.214,0.294,0.643,0.079,0.188,0.6,0.887,Defacement
3.467,0.778,0.101,0.667,0.152,5.133,0.13,0.733,0.152,-1,0.4,0.77,malware
10.833,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.393,-1,0.851,malware
7.875,0.737,0.021,0.111,0.19,3.889,0.029,0.611,0.495,0.633,-1,0.724,malware
1.333,0.154,0.051,0.077,0.667,0.231,0.333,0.615,0,0,-1,0.802,Defacement
1,0.691,0.618,3,0.206,3.357,0.894,0.714,0.088,0,0,0.798,malware
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.5,0,0,-1,0.836,malware
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0,0,0,0.836,malware
2.667,0.771,0.68,3.952,0.172,4.476,0.883,0.524,0.033,0.043,0.048,0.832,Defacement
3.5,0.782,0.63,3.947,0.16,4.895,0.807,0.421,0.059,0.082,0.093,0.833,Defacement
3.75,0.645,0.339,1.4,0.242,2.667,0.525,0.533,0.032,0.059,0.095,0.851,Defacement
6.333,0.6,0.2,0.733,0.273,2.2,0.333,0.533,0.073,0.031,0.091,0.885,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
8.333,0.604,0.022,0.069,0.319,1.897,0.036,0.69,0.198,0.563,-1,0.728,malware
3.5,0.888,0.787,10.769,0.073,12.154,0.886,0.539,0.017,0.02,0.021,0.86,Defacement
1,0.703,0.635,3.133,0.203,3.467,0.904,0.733,0.095,0,0,0.77,malware
4.714,0.677,0.088,0.4,0.221,3.067,0.13,0.733,0.5,0.783,1,0.817,malware
2.667,0.664,0.558,2.071,0.269,2.464,0.841,0.429,0.029,0.044,0.052,0.73,Defacement
5.8,0.816,0.016,0.125,0.128,6.375,0.02,0.813,0,0,-1,0.895,malware
1,0.768,0.716,4.533,0.158,4.867,0.932,0.533,0.053,0.015,0.015,0.817,malware
4.333,0.725,0.125,0.667,0.188,3.867,0.172,0.533,0.1,0.148,0.4,0.817,malware
4.308,0.747,0.022,0.125,0.176,4.25,0.029,0.625,0.297,0.452,-1,0.906,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
10.833,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.393,-1,0.851,malware
4.429,0.5,0.027,0.067,0.405,1.233,0.054,0.9,0,0,-1,0.775,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
3.6,0.774,0.527,3.5,0.151,5.143,0.681,0.571,0.172,0.2,0.245,0.784,malware
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
2.667,0.709,0.581,2.778,0.209,3.389,0.82,0.333,0.035,0.05,0.06,0.857,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
2.667,0.741,0.647,3.261,0.198,3.739,0.872,0.565,0.043,0.059,0.067,0.805,Defacement
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
6.167,0.589,0.027,0.087,0.315,1.87,0.047,0.696,0,0,-1,0.813,malware
3.5,0.739,0.462,3,0.154,4.8,0.625,0.7,0.077,0.132,0.167,0.94,malware
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
4.75,0.682,0.03,0.143,0.212,3.214,0.044,0.786,0.046,0.177,-1,0.925,malware
8.143,0.733,0.023,0.125,0.186,3.938,0.032,0.813,0.163,0.438,-1,0.895,malware
2.667,0.671,0.541,2.191,0.247,2.714,0.807,0.524,0.024,0.036,0.044,0.75,Defacement
3.4,0.762,0.545,3.235,0.168,4.529,0.714,0.588,0.178,0.254,0.327,0.845,Defacement
4.1,0.652,0.098,0.36,0.272,2.4,0.15,0.72,0.033,-1,0.333,0.774,malware
2.667,0.635,0.423,1.833,0.231,2.75,0.667,0.5,0.058,0.094,0.136,0.797,Defacement
2.667,0.63,0.511,1.741,0.294,2.148,0.81,0.889,0.044,0.07,0.085,0.751,Defacement
3.75,0.621,0.293,1.133,0.259,2.4,0.472,0.533,0.035,0.067,0.118,0.851,Defacement
3.667,0.463,0.122,0.333,0.366,1.267,0.263,0.533,0.049,0.111,0.4,0.77,Defacement
2.667,0.761,0.641,3.933,0.163,4.667,0.843,0.6,0.054,0.073,0.085,0.782,Defacement
3.667,0.468,0.17,0.444,0.383,1.222,0.364,0.444,0.043,0.095,0.25,0.82,Defacement
5.25,0.462,0.039,0.071,0.539,0.857,0.083,0.893,0,0,-1,0.778,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
4.4,0.759,0.108,0.692,0.157,4.846,0.143,0.846,0.036,0.136,0.333,0.818,malware
3.5,0.752,0.581,3.211,0.181,4.158,0.772,0.421,0.048,0.07,0.082,0.833,Defacement
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.5,0.344,0.7,-1,0.873,malware
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
3.5,0.799,0.659,4.474,0.147,5.421,0.825,0.421,0.093,0.126,0.141,0.833,Defacement
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
6.333,0.652,0.03,0.125,0.242,2.688,0.047,0.5,0.379,0.81,-1,0.875,malware
6.3,0.72,0.02,0.095,0.21,3.429,0.028,0.714,0.04,0.111,-1,0.87,malware
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.063,0.121,-1,0.925,malware
2.75,0.747,0.566,3.357,0.169,4.429,0.758,0.429,0.048,0.07,0.085,0.798,Defacement
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
13.5,0.722,0.025,0.133,0.19,3.8,0.035,0.533,0.329,0.393,-1,0.851,malware
1.333,0.177,0.059,0.095,0.618,0.286,0.333,0.524,0,0,-1,0.81,Defacement
6.833,0.719,0.031,0.182,0.172,4.182,0.044,1,0.281,0.375,-1,0.823,malware
3.4,0.784,0.103,0.714,0.144,5.429,0.132,0.714,0.134,-1,0.4,0.747,malware
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
4.444,0.696,0.029,0.143,0.203,3.429,0.042,0.5,0.348,-1,-1,0.887,malware
3,0.727,0.468,2.571,0.182,4,0.643,0.571,0.208,0.273,0.333,0.784,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.798,0.71,4.889,0.145,5.5,0.889,0.333,0.048,0.061,0.068,0.857,Defacement
5.375,0.725,0.029,0.167,0.174,4.167,0.04,0.417,0.319,-1,-1,0.843,malware
2.667,0.636,0.494,1.81,0.273,2.333,0.776,0.524,0.039,0.063,0.079,0.75,Defacement
2.667,0.728,0.593,3.2,0.185,3.933,0.814,0.4,0.062,0.086,0.104,0.804,Defacement
4.75,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0,0,-1,0.87,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
3.5,0.818,0.692,5.211,0.133,6.158,0.846,0.421,0.049,0.064,0.071,0.833,Defacement
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
2.667,0.769,0.667,4,0.167,4.611,0.868,0.333,0.028,0.037,0.042,0.857,Defacement
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.063,0.121,-1,0.925,malware
6,0.686,0.029,0.133,0.214,3.2,0.042,0.467,0.286,0.206,-1,0.851,malware
4.636,0.775,0.025,0.182,0.138,5.636,0.032,0.727,0,0,-1,0.895,malware
4.333,0.646,0.042,0.2,0.208,3.1,0.065,0.7,0.021,0,-1,1,Defacement
2.667,0.901,0.843,13.417,0.063,14.333,0.936,0.75,0.037,0.041,0.044,0.843,Defacement
5.286,0.871,0.02,0.333,0.059,14.667,0.023,0.667,0.089,0,-1,1,malware
1,0.702,0.627,3.231,0.194,3.615,0.894,0.539,0.045,0,0,0.86,malware
3.5,0.704,0.482,2.294,0.21,3.353,0.684,0.588,0.222,0.353,0.462,0.845,Defacement
5.444,0.64,0.023,0.08,0.281,2.28,0.035,0.72,0,0,-1,0.774,malware
2.667,0.807,0.731,5.048,0.145,5.571,0.906,0.524,0.041,0.052,0.057,0.78,Defacement
4.857,0.615,0.031,0.111,0.277,2.222,0.05,0.889,0.015,0,-1,0.787,malware
4.375,0.646,0.031,0.125,0.246,2.625,0.048,0.563,0,0,-1,0.75,malware
4.222,0.613,0.027,0.091,0.293,2.091,0.044,0.409,0.053,0.143,-1,0.781,Defacement
2.667,0.765,0.635,4.154,0.153,5,0.831,0.539,0.035,0.047,0.056,0.818,Defacement
2.25,0.887,0.834,9.81,0.085,10.429,0.941,0.714,0.105,0.12,0.126,0.797,Defacement
2.667,0.855,0.783,7.933,0.099,8.667,0.915,0.4,0.053,0.062,0.067,0.804,Defacement
5,0.738,0.025,0.143,0.175,4.214,0.034,0.786,0.038,0.097,-1,0.925,malware
2.8,0.789,0.578,4.333,0.133,5.917,0.732,0.5,0.044,0.065,0.077,0.843,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
1,0.691,0.618,3,0.206,3.357,0.894,0.571,0.059,0,0,0.747,malware
2.667,0.632,0.487,1.762,0.276,2.286,0.771,0.524,0.026,0.043,0.054,0.78,Defacement
5.143,0.6,0.029,0.095,0.3,2,0.048,0.571,0.243,0.5,-1,0.767,malware
5.5,0.711,0.022,0.105,0.211,3.368,0.031,0.526,0.467,0.524,-1,0.842,malware
2.2,0.472,0.17,0.429,0.396,1.191,0.36,0.286,0.057,0.143,0.222,0.802,Defacement
1,0.777,0.723,4.857,0.149,5.214,0.932,0.714,0.075,0.015,0.015,0.798,malware
2.667,0.632,0.487,1.762,0.276,2.286,0.771,0.524,0,0,0,0.832,Defacement
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
8.143,0.733,0.023,0.125,0.186,3.938,0.032,0.813,0.163,0.438,-1,0.895,malware
2.75,0.7,0.55,2.391,0.23,3.044,0.786,0.565,0.21,0.304,0.382,0.844,Defacement
9.143,0.68,0.019,0.077,0.252,2.692,0.029,0.346,0.155,0.5,-1,0.802,malware
4.546,0.772,0.025,0.182,0.139,5.546,0.033,0.727,0,0,-1,0.895,malware
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
3.5,0.752,0.581,3.211,0.181,4.158,0.772,0.632,0.019,0.028,0.033,0.743,Defacement
4.111,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0.014,0.1,-1,0.87,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
5.857,0.812,0.017,0.133,0.128,6.333,0.021,0.667,0.333,0.6,-1,0.864,malware
4.5,0.816,0.681,4.826,0.141,5.783,0.835,0.391,0.319,0.414,0.432,0.851,malware
4.818,0.781,0.024,0.182,0.134,5.818,0.031,0.727,0,0,-1,0.895,malware
3.2,0.722,0.456,2.4,0.19,3.8,0.632,0.733,0.089,0,0,0.77,malware
5.556,0.683,0.099,0.4,0.248,2.76,0.145,0.72,0.04,0.154,0.4,0.774,malware
2.667,0.674,0.558,2.208,0.253,2.667,0.828,0.583,0.032,0.048,0.057,0.773,Defacement
2.667,0.843,0.774,6.833,0.113,7.444,0.918,0.333,0.031,0.038,0.041,0.847,Defacement
4.444,0.696,0.029,0.143,0.203,3.429,0.042,0.5,0.348,-1,-1,0.887,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.747,malware
2.667,0.699,0.581,2.571,0.226,3.095,0.831,0.524,0.032,0.047,0.056,0.775,Defacement
1.333,0.207,0.069,0.125,0.552,0.375,0.333,0.813,0,0,-1,0.863,Defacement
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
7.167,0.696,0.029,0.143,0.203,3.429,0.042,0.5,0.319,0.8,-1,0.798,malware
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
3.25,0.61,0.195,0.889,0.22,2.778,0.32,0.778,0.146,0.158,0.375,1,Defacement
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
2.667,0.806,0.699,5.539,0.126,6.385,0.868,0.539,0.058,0.073,0.083,0.818,Defacement
2.75,0.741,0.556,3.214,0.173,4.286,0.75,0.357,0.025,0.036,0.044,0.836,Defacement
2.667,0.622,0.473,1.667,0.284,2.191,0.761,0.524,0.014,0.022,0.029,0.78,Defacement
3.667,0.468,0.17,0.444,0.383,1.222,0.364,0.444,0.043,0.095,0.25,0.82,Defacement
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
2.75,0.821,0.692,5.786,0.12,6.857,0.844,0.357,0.068,0.088,0.099,0.836,Defacement
5.636,0.802,0.022,0.182,0.121,6.636,0.027,0.727,0,0,-1,0.895,malware
2.667,0.785,0.711,4.24,0.168,4.68,0.906,0.44,0.047,0.06,0.066,0.832,Defacement
2.667,0.761,0.667,3.714,0.18,4.238,0.876,0.714,0.188,0.25,0.282,0.802,Defacement
2.667,0.842,0.78,6.571,0.119,7.095,0.926,0.714,0.04,0.047,0.051,0.802,Defacement
2.667,0.793,0.714,4.546,0.157,5.046,0.901,0.546,0.05,0.064,0.07,0.829,Defacement
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.769,0.043,0.055,0.064,0.86,Defacement
2.667,0.754,0.667,3.5,0.191,3.958,0.884,0.5,0.048,0.064,0.071,0.816,Defacement
3,0.216,0.039,0.061,0.647,0.333,0.182,0.303,0,0,-1,0.791,Defacement
5.556,0.683,0.099,0.4,0.248,2.76,0.145,0.72,0.04,0.154,0.4,0.774,malware
2.667,0.758,0.674,3.56,0.189,4,0.89,0.44,0.053,0.071,0.079,0.832,Defacement
1,0.691,0.618,3,0.206,3.357,0.894,0.714,0.088,0,0,0.747,malware
2.667,0.829,0.735,6.615,0.111,7.462,0.887,0.308,0.06,0.073,0.081,0.818,Defacement
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
5.9,0.708,0.021,0.095,0.219,3.238,0.029,0.714,0.042,0.1,-1,0.87,malware
2.667,0.814,0.749,5.208,0.144,5.667,0.919,0.417,0.114,-1,-1,0.721,Defacement
6.333,0.662,0.031,0.133,0.231,2.867,0.047,0.533,0.446,0.833,-1,0.898,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
3.75,0.595,0.143,0.6,0.238,2.5,0.24,0.7,0.071,0.125,0.5,0.94,Defacement
5.417,0.784,0.021,0.143,0.144,5.429,0.026,0.643,0.309,0.56,-1,0.812,malware
2.667,0.712,0.562,2.929,0.192,3.714,0.789,0.786,0,0,0,0.836,malware
4.778,0.63,0.025,0.087,0.284,2.217,0.039,0.696,0,0,-1,0.813,malware
4.375,0.716,0.135,0.714,0.189,3.786,0.189,0.571,0.122,0.16,0.4,0.747,malware
7.167,0.658,0.027,0.111,0.247,2.667,0.042,0.333,0.301,0.8,-1,0.793,malware
1.333,0.182,0.061,0.1,0.606,0.3,0.333,0.65,0,0,-1,0.797,Defacement
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
2.8,0.763,0.525,3.5,0.15,5.083,0.689,0.5,0.025,0.039,0.048,0.843,Defacement
2.667,0.294,0.059,0.118,0.5,0.588,0.2,0.588,0,0,-1,0.845,Defacement
3.583,0.692,0.026,0.118,0.218,3.177,0.037,0.824,0.077,-1,-1,0.827,Defacement
4.111,0.682,0.03,0.143,0.212,3.214,0.044,0.5,0.061,0.111,-1,0.925,malware
4,0.716,0.099,0.5,0.198,3.625,0.138,0.563,0.049,0.13,0.375,0.813,malware
2.667,0.678,0.552,2.286,0.241,2.81,0.814,0.667,0.058,0.086,0.104,0.797,Defacement
2.25,0.841,0.767,6.429,0.119,7.048,0.912,0.714,0.046,0.055,0.059,0.797,Defacement
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
2.667,0.6,0.49,1.485,0.33,1.818,0.817,0.788,0.06,0.102,0.122,0.744,Defacement
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
4.333,0.86,0.022,0.333,0.065,13.333,0.025,0.667,0.129,-1,-1,1,malware
2.667,0.881,0.834,9.333,0.089,9.857,0.947,0.524,0.128,0.146,0.153,0.832,Defacement
2,0.25,0.063,0.118,0.531,0.471,0.25,0.412,0.063,1,-1,0.806,Defacement
4,0.6,0.031,0.105,0.292,2.053,0.051,0.632,0,0,-1,0.783,malware
2.667,0.773,0.673,4.111,0.164,4.722,0.871,0.833,0.091,0.119,0.135,0.867,Defacement
3.667,0.468,0.17,0.444,0.383,1.222,0.364,0.444,0.043,0.095,0.25,0.82,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
3.125,0.672,0.156,0.714,0.219,3.071,0.233,0.714,0.172,0.2,0.4,0.798,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
2.667,0.68,0.539,2.333,0.231,2.944,0.793,0.667,0.039,0.058,0.071,0.857,Defacement
4.308,0.842,0.024,0.333,0.073,11.5,0.029,0.667,0.11,0,-1,1,malware
3.1,0.563,0.028,0.087,0.324,1.739,0.05,0.565,0.042,0,-1,0.786,malware
6,0.658,0.356,1.444,0.247,2.667,0.542,0.444,0,0,0,0.82,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
4.2,0.658,0.053,0.154,0.342,1.923,0.08,0.846,0,0,-1,0.86,malware
3.25,0.667,0.313,1.667,0.188,3.556,0.469,0.778,0.083,0.039,0.067,1,Defacement
2.667,0.778,0.656,4.539,0.144,5.385,0.843,0.769,0.044,0.058,0.068,0.86,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.045,0.06,0.07,0.836,malware
2.667,0.644,0.522,1.88,0.278,2.32,0.81,0.44,0.044,0.07,0.085,0.832,Defacement
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
2.667,0.804,0.691,5.583,0.124,6.5,0.859,0.75,0.041,0.052,0.06,0.843,Defacement
2.667,0.78,0.693,4.191,0.165,4.714,0.889,0.524,0.039,0.051,0.057,0.832,Defacement
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.045,0.06,0.07,0.836,malware
2.8,0.806,0.612,5,0.122,6.583,0.76,0.5,0.092,0.129,0.15,0.843,Defacement
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
3.25,0.531,0.031,0.087,0.359,1.478,0.059,0.696,0,0,-1,0.813,malware
2.667,0.739,0.654,3.148,0.208,3.556,0.885,0.889,0.046,0.063,0.071,0.751,Defacement
3.083,0.716,0.03,0.167,0.179,4,0.042,0.75,0.239,-1,-1,0.843,malware
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
2.667,0.789,0.667,5,0.133,5.917,0.845,0.75,0.044,0.057,0.067,0.843,Defacement
8.143,0.733,0.023,0.125,0.186,3.938,0.032,0.813,0.163,0.438,-1,0.895,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
4.125,0.615,0.031,0.111,0.277,2.222,0.05,0.611,0.2,0,-1,0.82,malware
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
2.667,0.834,0.769,6.191,0.124,6.714,0.922,0.524,0.036,0.043,0.046,0.78,Defacement
2.667,0.737,0.592,3.462,0.171,4.308,0.804,0.846,0.026,0.036,0.044,0.875,malware
2.667,0.769,0.678,3.905,0.174,4.429,0.882,0.524,0.041,0.054,0.061,0.832,Defacement
2.667,0.606,0.489,1.533,0.319,1.9,0.807,0.667,0.032,0.054,0.065,0.781,Defacement
2.667,0.806,0.727,5.05,0.144,5.6,0.902,0.65,0.108,0.135,0.149,0.806,Defacement
3.625,0.681,0.145,0.667,0.217,3.133,0.213,0.533,0.246,0.364,0.4,0.817,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.045,0.06,0.07,0.836,malware
4,0.638,0.029,0.111,0.261,2.444,0.046,0.611,0,0,-1,0.83,malware
3.5,0.782,0.63,3.947,0.16,4.895,0.807,0.632,0.05,0.071,0.08,0.743,Defacement
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
7.667,0.708,0.028,0.143,0.194,3.643,0.039,0.5,0.361,0.84,-1,0.775,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
2.75,0.693,0.545,2.292,0.238,2.917,0.786,0.708,0.04,0.062,0.073,0.761,Defacement
2.25,0.682,0.534,2.238,0.239,2.857,0.783,0.714,0.046,0.07,0.085,0.797,Defacement
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0.057,0.076,0.089,0.836,malware
3,0.256,0.047,0.08,0.581,0.44,0.182,0.6,0,0,-1,0.757,Defacement
4.556,0.731,0.03,0.182,0.164,4.455,0.041,0.455,0.358,0.708,-1,0.77,malware
1.333,0.231,0.077,0.154,0.5,0.462,0.333,0.769,0,0,-1,0.86,Defacement
8.143,0.733,0.023,0.125,0.186,3.938,0.032,0.813,0.163,0.438,-1,0.895,malware
3.8,0.59,0.051,0.222,0.231,2.556,0.087,0.667,0.18,0.444,-1,0.93,Defacement
5,0.59,0.051,0.125,0.41,1.438,0.087,0.563,0,0,-1,0.875,malware
5.3,0.747,0.024,0.143,0.169,4.429,0.032,0.786,0.048,0.118,-1,0.925,malware
4.857,0.8,0.04,0.2,0.2,4,0.05,0.7,0,0,-1,0.88,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
4.667,0.286,0.036,0.061,0.589,0.485,0.125,0.333,0,0,-1,0.785,Defacement
3.667,0.468,0.17,0.444,0.383,1.222,0.364,0.444,0.043,0.095,0.25,0.82,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
5.375,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.056,0.182,-1,0.925,malware
4.889,0.712,0.027,0.143,0.192,3.714,0.039,0.786,0,0,-1,0.925,malware
5.111,0.628,0.023,0.08,0.291,2.16,0.037,0.44,0.279,0.537,-1,0.815,malware
2.75,0.741,0.556,3.214,0.173,4.286,0.75,0.357,0.025,0.036,0.044,0.836,Defacement
4,0.824,0.624,5.2,0.12,6.867,0.757,0.733,0.232,0.284,0.321,0.932,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
2.667,0.76,0.674,3.625,0.186,4.083,0.888,0.417,0.07,-1,-1,0.721,Defacement
3.667,0.583,0.35,1.167,0.3,1.944,0.6,0.444,0.05,0.088,0.143,0.82,Defacement
1.333,0.207,0.069,0.125,0.552,0.375,0.333,0.375,0,0,-1,0.777,Defacement
4.636,0.736,0.173,0.864,0.2,3.682,0.235,0.409,0.036,0.059,0,0.781,Defacement
2.667,0.863,0.814,7.667,0.106,8.125,0.944,0.417,0.111,0.129,0.136,0.757,Defacement
1,0.687,0.612,2.929,0.209,3.286,0.891,0.714,0.105,0.024,0.024,0.784,malware
11,0.763,0.022,0.133,0.161,4.733,0.028,0.533,0.28,0.379,-1,0.851,malware
4.333,0.691,0.029,0.143,0.206,3.357,0.043,0.786,0,0,-1,0.925,malware
3.667,0.511,0.2,0.6,0.333,1.533,0.391,0.333,0.067,0.136,0.333,0.735,Defacement
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
9.167,0.732,0.024,0.133,0.183,4,0.033,0.533,0.317,0.44,-1,0.851,malware
2.667,0.708,0.556,2.857,0.194,3.643,0.784,0.786,0.042,0.06,0.075,0.836,malware
3.333,0.68,0.507,2.235,0.227,3,0.745,0.588,0.16,0.24,0.316,0.845,Defacement
19.4,0.815,0.016,0.125,0.129,6.313,0.02,0.563,0.121,0.125,-1,0.863,malware
1,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0,0,0.77,malware
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.684,0.048,0.07,0.085,0.808,Defacement
4.5,0.444,0.028,0.061,0.458,0.97,0.063,0.333,0.028,0.143,-1,0.785,Defacement
3.2,0.722,0.456,2.4,0.19,3.8,0.632,0.733,0.089,0,0,0.77,malware
2.75,0.525,0.15,0.5,0.3,1.75,0.286,1,0.275,0.2,0.5,0.684,Defacement
